Time,Velocity
0.0,0.16333334147930145
0.016666666666666666,0.3266666829586029
0.03333333333333333,0.49000003933906555
0.05,0.6533333659172058
0.06666666666666667,0.8166666030883789
0.08333333333333333,0.9799998998641968
0.1,1.1433331966400146
0.11666666666666667,1.3066664934158325
0.13333333333333333,1.46999990940094
0.15,1.633333444595337
0.16666666666666666,1.7966668605804443
0.18333333333333332,1.9600002765655518
0.2,2.123333692550659
0.21666666666666667,2.2866671085357666
0.23333333333333334,2.450000524520874
0.25,2.6133339405059814
0.26666666666666666,2.7766671180725098
0.2833333333333333,2.940000295639038
0.3,3.1033334732055664
0.31666666666666665,3.2666664123535156
0.3333333333333333,3.429999589920044
0.35,3.5933327674865723
0.36666666666666664,3.7566659450531006
0.38333333333333336,3.91999888420105
0.4,4.083332061767578
0.4166666666666667,4.2466654777526855
0.43333333333333335,4.409998416900635
0.45,4.573331356048584
0.4666666666666667,4.736664772033691
0.48333333333333334,4.899997711181641
0.5,5.06333065032959
0.5166666666666667,5.2266645431518555
0.5333333333333333,5.389997959136963
0.55,5.5533318519592285
0.5666666666666667,5.716665744781494
0.5833333333333334,5.879999160766602
0.6,6.043333053588867
0.6166666666666667,6.206666946411133
0.6333333333333333,6.37000036239624
0.65,6.533334255218506
0.6666666666666666,6.6966681480407715
0.6833333333333333,6.860001564025879
0.7,7.0233354568481445
0.7166666666666667,7.18666934967041
0.7333333333333333,7.350002765655518
0.75,7.513336658477783
0.7666666666666667,6.211902141571045
0.7833333333333333,4.675445079803467
0.8,0.2489080611057482
0.8166666666666667,0.25833960591056115
0.8333333333333334,0.2718446378208991
0.85,0.27746649538442447
0.8666666666666667,0.2763191847313996
0.8833333333333333,0.269932919231418
0.9,0.2597253709814783
0.9166666666666666,0.2468731230397347
0.9333333333333333,0.2323353857238221
0.95,0.216852872903549
0.9666666666666667,0.20099779577802476
0.9833333333333333,0.18519590492352636
1.0,0.16976483474287554
1.0166666666666666,0.15492744751007392
1.0333333333333334,0.14083041579208555
1.05,0.12757258498152907
1.0666666666666667,0.11520303680937102
1.0833333333333333,0.10374524897908194
1.1,0.09319143825512184
1.1166666666666667,0.08351879983414179
1.1333333333333333,0.07469647503340622
1.15,0.06668008909804414
1.1666666666666667,0.05941857289360979
1.1833333333333333,0.05286093773698812
1.2,0.04695946231667998
1.2166666666666666,0.0416612488445388
1.2333333333333334,0.03690934697980799
1.25,0.03266082112952809
1.2666666666666666,0.0288691521425095
1.2833333333333334,0.025493737804372696
1.3,0.022488990683277425
1.3166666666666667,0.019819757326595525
1.3333333333333333,0.017452492279295687
1.35,0.015355437993992185
1.3666666666666667,0.01350102517363424
1.3833333333333333,0.0118608354859665
1.4,0.010411824394609368
1.4166666666666667,0.009135028065632177
1.4333333333333333,0.00801030060977231
1.45,0.007019190980634977
1.4666666666666666,0.006147406787090765
1.4833333333333334,0.005380278748962561
1.5,0.004708390281545188
1.5166666666666666,0.0041179295923281355
1.5333333333333334,0.00359882134411022
1.55,0.0031437902933251732
1.5666666666666667,0.0027465269637287518
1.5833333333333333,0.0023973493637673778
1.6,0.002091690102478795
1.6166666666666667,0.0018255340257181093
1.6333333333333333,0.0015923921761160941
1.65,0.0013881562128886134
1.6666666666666667,0.0012106529449504313
1.6833333333333333,0.0010541004110198307
1.7,0.0009182351375768825
1.7166666666666666,0.0008004113782751467
1.7333333333333334,0.0006970317232580805
1.75,0.00011984085182055497
1.7666666666666666,0.00018170468225284865
1.7833333333333334,0.0002231013704252624
1.8,0.00025108073783422816
1.8166666666666667,0.00026524244257590274
1.8333333333333333,0.000268990451002895
1.85,0.00026675841573667287
1.8666666666666667,0.0002612742866348686
1.8833333333333333,0.0002499155797878155
1.9,0.00023666858583359872
1.9166666666666667,0.0002232880093416034
1.9333333333333333,0.00020717067867704106
1.95,0.00019144422567839584
1.9666666666666666,0.00017693856327274167
1.9833333333333334,0.0001618986967303107
2.0,0.00014813687764640636
2.0166666666666666,0.00013380298175832246
2.033333333333333,0.00012169111712684456
2.05,0.00010968408442393772
2.066666666666667,9.782019593679132e-05
2.0833333333333335,8.834049539541597e-05
2.1,7.956665582922986e-05
2.1166666666666667,7.176542427684344e-05
2.1333333333333333,6.318221610511248e-05
2.15,5.634424346952404e-05
2.1666666666666665,9.56858034524701e-06
2.183333333333333,1.7463194328164212e-05
2.2,2.011425116982405e-05
2.216666666666667,2.3718869934734186e-05
2.2333333333333334,2.58547009818085e-05
2.25,2.5559242652370314e-05
2.2666666666666666,2.5616436055876747e-05
2.283333333333333,2.480564683052457e-05
2.3,2.383291142503481e-05
2.316666666666667,2.282192684307355e-05
2.3333333333333335,2.0943221699248094e-05
2.35,1.9255308001188015e-05
2.3666666666666667,1.9293487300923205e-05
2.3833333333333333,1.7919851149042918e-05
2.4,1.5364152003406993e-05
2.4166666666666665,1.5087529139185013e-05
2.433333333333333,1.3780964869789503e-05
2.45,1.1873477419518352e-05
2.466666666666667,1.0843521451062395e-05
2.4833333333333334,1.0309685588149488e-05
2.5,8.306796001186055e-06
2.5166666666666666,0.23193737178271623
2.533333333333333,0.6799235525247146
2.55,1.1112995357703581
2.566666666666667,1.5248153867994125
2.5833333333333335,1.846171944979617
2.6,2.022566174374139
2.6166666666666667,2.229715781010886
2.6333333333333333,2.400613475002257
2.65,2.4843106897513847
2.6666666666666665,2.6674468790844714
2.683333333333333,2.6996324280740116
2.7,2.8805439769492533
2.716666666666667,2.892759591811411
2.7333333333333334,3.060883565839975
2.75,3.067988244842781
2.7666666666666666,3.2188092090910465
