Time,Velocity,Setpoint
2.3833333333333333,9.89156150817895,10.0
2.4,9.904468536377292,10.0
2.4166666666666665,9.913605690002578,10.0
2.433333333333333,9.91860961914071,10.0
2.45,9.91950321197524,10.0
2.466666666666667,9.916642189026014,10.0
2.4833333333333334,9.910642623901536,10.0
2.5,9.90229988098156,10.0
2.5166666666666666,9.892497062683285,10.0
2.533333333333333,9.882131576538137,10.0
2.55,9.87205314636236,10.0
2.566666666666667,9.86300754547126,10.0
2.5833333333333335,9.855592727661298,10.0
2.6,9.85023403167732,10.0
2.6166666666666667,9.847167968750055,10.0
2.6333333333333333,9.846437454223715,10.0
2.65,9.847902297973715,10.0
2.6666666666666665,9.851263046264709,10.0
2.683333333333333,9.856088638305726,10.0
2.7,9.861867904663251,10.0
2.716666666666667,9.868050575256595,10.0
2.7333333333333334,9.874094963073876,10.0
2.75,9.879523277282756,10.0
2.7666666666666666,9.883954048156822,10.0
2.783333333333333,9.887124061584528,10.0
2.8,9.888895988464368,10.0
2.816666666666667,9.889265060424819,10.0
2.8333333333333335,9.888337135314972,10.0
2.85,9.886311531066939,10.0
2.8666666666666667,9.883453369140636,10.0
2.8833333333333333,9.880065917968755,10.0
2.9,9.876466751098707,10.0
2.9166666666666665,9.872956275939957,10.0
2.933333333333333,9.869800567627015,10.0
2.95,9.8672151565553,10.0
2.966666666666667,9.865350723266609,10.0
2.9833333333333334,9.864288330078182,10.0
3.0,9.864041328430229,10.0
3.0166666666666666,9.86455535888674,10.0
3.033333333333333,9.865722656250044,10.0
3.05,9.867391586303723,10.0
3.066666666666667,9.869381904602081,10.0
3.0833333333333335,9.871508598327651,10.0
3.1,9.87358760833747,10.0
3.1166666666666667,9.875458717346197,10.0
3.1333333333333333,9.876990318298366,10.0
3.15,9.878092765808148,10.0
3.1666666666666665,9.878716468811062,10.0
3.183333333333333,9.878858566284208,10.0
3.2,9.878550529479996,10.0
3.216666666666667,9.877861022949237,10.0
3.2333333333333334,9.876878738403418,10.0
3.25,9.875710487365795,10.0
3.2666666666666666,9.874463081359893,10.0
3.283333333333333,9.873244285583512,10.0
3.3,9.872146606445332,10.0
3.316666666666667,9.871246337890643,10.0
3.3333333333333335,9.87059688568123,10.0
3.35,9.87022590637214,10.0
3.3666666666666667,9.870137214660684,10.0
3.3833333333333333,9.870312690734933,10.0
3.4,9.870714187622141,10.0
3.4166666666666665,9.871289253234897,10.0
3.433333333333333,9.871976852417058,10.0
3.45,9.872712135314954,10.0
3.466666666666667,9.873431205749574,10.0
3.4833333333333334,9.874079704284716,10.0
3.5,9.874610900878945,10.0
3.5166666666666666,9.87499523162851,10.0
3.533333333333333,9.875213623046935,10.0
3.55,9.875266075134391,10.0
3.566666666666667,9.875163078308143,10.0
3.5833333333333335,9.874926567077692,10.0
3.6,9.874588012695336,10.0
3.6166666666666667,9.87418365478518,10.0
3.6333333333333333,9.87375259399419,10.0
3.65,9.873330116272003,10.0
3.6666666666666665,9.872948646545462,10.0
3.683333333333333,9.872635841369696,10.0
3.7,9.872409820556678,10.0
3.716666666666667,9.872280120849682,10.0
3.7333333333333334,9.872247695922905,10.0
3.75,9.87230777740486,10.0
3.7666666666666666,9.872445106506424,10.0
3.783333333333333,9.87264347076419,10.0
3.8,9.872880935668991,10.0
3.816666666666667,9.87313556671151,10.0
3.8333333333333335,9.873384475708136,10.0
